Name,Team,Position,Price,Ownership %,Expected Goals,Expected Assists,Total Points,Form,Fixture Difficulty (Next 3)
McCarthy,Southampton,Goalkeeper,4.3,0.1,0.0,0.0,12,0.7,3.33
Onuachu,Southampton,Forward,4.9,0.4,1.72,0.23,31,4.7,3.33
Smallbone,Southampton,Midfielder,5.0,0.0,0.31,0.64,10,0.7,3.33
Stephens,Southampton,Defender,4.0,0.4,0.28,0.2,11,0.3,3.33
Stewart,Southampton,Forward,4.4,2.0,0.17,0.02,3,0.0,3.33
Sugawara,Southampton,Defender,4.2,0.2,0.39,1.88,37,0.7,3.33
Taylor,Southampton,Defender,3.9,4.2,0.0,0.1,5,0.0,3.33
Walker-Peters,Southampton,Defender,4.3,0.3,0.49,2.06,41,1.3,3.33
Wood,Southampton,Defender,4.0,1.2,0.23,0.04,13,0.0,3.33
Cornet,Southampton,Midfielder,4.7,0.0,0.16,0.0,1,0.0,3.33
Downes,Southampton,Midfielder,4.7,0.0,0.62,1.14,32,0.0,3.33
Brereton Díaz,Southampton,Midfielder,4.8,0.1,0.9,0.15,13,0.0,3.33
Dibling,Southampton,Midfielder,4.5,1.7,2.12,1.22,46,0.3,3.33
M.Fernandes,Southampton,Midfielder,5.0,0.0,3.15,2.56,54,1.7,3.33
O'Brien-Whitmarsh,Southampton,Midfielder,4.5,0.0,0.0,0.0,0,0.0,3.33
Welington,Southampton,Defender,4.0,0.0,0.0,0.14,1,0.3,3.33
Kayi Sanda,Southampton,Defender,4.0,0.0,0.0,0.0,0,0.0,3.33
Grønbæk,Southampton,Midfielder,5.0,0.0,0.12,0.0,2,0.7,3.33
Jurić,Southampton,Unknown,0.5,0.1,0.0,0.0,10,3.3,3.33
Solanke,Spurs,Forward,7.3,4.5,8.43,1.08,83,0.0,2.67
A.Phillips,Spurs,Defender,4.0,0.2,0.0,0.0,0,0.0,2.67
Austin,Spurs,Goalkeeper,4.0,0.5,0.0,0.0,1,0.0,2.67
Bentancur,Spurs,Midfielder,4.9,0.1,0.88,0.71,35,2.7,2.67
Bergvall,Spurs,Midfielder,4.4,1.1,0.4,0.52,26,3.0,2.67
Bissouma,Spurs,Midfielder,4.8,0.2,0.48,0.46,42,1.3,2.67
Bryan,Spurs,Midfielder,5.0,0.0,0.0,0.0,0,0.0,2.67
Davies,Spurs,Defender,4.3,0.2,0.16,0.21,23,4.0,2.67
Devine,Spurs,Midfielder,4.5,0.0,0.0,0.0,0,0.0,2.67
Dragusin,Spurs,Defender,4.3,0.2,0.13,0.16,24,0.3,2.67
E.Royal,Spurs,Defender,4.5,0.0,0.0,0.0,0,0.0,2.67
Forster,Spurs,Goalkeeper,4.3,0.4,0.0,0.0,19,0.0,2.67
Gray,Spurs,Midfielder,4.6,0.2,0.03,0.09,28,2.0,2.67
Højbjerg,Spurs,Midfielder,5.0,0.0,0.0,0.0,0,0.0,2.67
Johnson,Spurs,Midfielder,6.2,1.8,8.41,1.24,90,0.3,2.67
Kulusevski,Spurs,Midfielder,6.3,4.7,3.87,3.88,100,2.7,2.67
Lo Celso,Spurs,Midfielder,4.9,0.0,0.0,0.0,0,0.0,2.67
Maddison,Spurs,Midfielder,7.4,4.2,5.38,4.77,112,3.3,2.67
Pedro Porro,Spurs,Defender,5.4,20.2,1.5,3.1,89,6.0,2.67
Reguilón,Spurs,Defender,4.2,0.2,0.07,0.24,1,0.0,2.67
Richarlison,Spurs,Forward,6.8,0.4,1.17,0.58,20,2.3,2.67
Romero,Spurs,Defender,4.9,3.4,1.03,0.74,35,0.0,2.67
P.M.Sarr,Spurs,Midfielder,4.8,0.2,2.42,0.54,50,2.7,2.67
Scarlett,Spurs,Forward,4.4,0.4,0.0,0.0,1,0.3,2.67
Solomon,Spurs,Midfielder,5.4,0.0,0.0,0.0,0,0.0,2.67
Son,Spurs,Midfielder,9.7,4.6,5.36,4.04,107,5.0,2.67
Spence,Spurs,Defender,4.4,0.3,0.17,0.75,31,6.0,2.67
Udogie,Spurs,Defender,4.8,1.4,0.31,1.1,37,0.0,2.67
Van de Ven,Spurs,Defender,4.5,2.5,0.35,0.69,28,0.0,2.67
Veliz,Spurs,Forward,5.0,0.0,0.0,0.0,0,0.0,2.67
Vicario,Spurs,Goalkeeper,4.8,1.7,0.0,0.0,46,3.0,2.67
Werner,Spurs,Midfielder,6.2,0.1,1.04,1.54,33,0.0,2.67
Whiteman,Spurs,Goalkeeper,3.9,1.4,0.0,0.0,0,0.0,2.67
Lankshear,Spurs,Forward,4.5,1.3,0.0,0.0,3,0.3,2.67
Moore,Spurs,Midfielder,4.5,0.2,0.2,0.55,14,0.7,2.67
Odobert,Spurs,Midfielder,5.3,0.0,0.42,0.08,7,0.3,2.67
Olusesi,Spurs,Midfielder,4.5,0.0,0.0,0.0,0,0.0,2.67
Hardy,Spurs,Defender,4.0,0.0,0.0,0.0,0,0.0,2.67
Williams-Barnett,Spurs,Midfielder,4.5,0.0,0.0,0.0,0,0.0,2.67
Dorrington,Spurs,Defender,4.0,0.0,0.0,0.0,1,0.0,2.67
King,Spurs,Defender,4.0,0.0,0.0,0.0,0,0.0,2.67
Kinsky,Spurs,Goalkeeper,4.5,0.3,0.0,0.01,12,2.7,2.67
Yang,Spurs,Midfielder,4.5,0.0,0.0,0.0,0,0.0,2.67
Ajayi,Spurs,Midfielder,4.5,0.0,0.0,0.0,0,0.0,2.67
Postecoglou,Spurs,Unknown,1.1,0.6,0.0,0.0,20,6.7,2.67
Cassanova,Spurs,Defender,4.0,0.0,0.0,0.0,0,0.0,2.67
Danso,Spurs,Defender,4.5,0.0,0.04,0.03,6,6.0,2.67
Tel,Spurs,Midfielder,6.0,0.2,0.72,0.06,3,3.0,2.67
Ferguson,West Ham,Forward,5.5,0.3,0.69,0.63,20,0.3,3.33
Wan-Bissaka,West Ham,Defender,4.4,4.1,0.97,1.6,65,1.0,3.33
Álvarez,West Ham,Midfielder,5.0,0.1,0.31,0.74,27,2.0,3.33
Antonio,West Ham,Forward,5.3,0.9,2.2,0.91,42,0.0,3.33
Areola,West Ham,Goalkeeper,4.2,3.7,0.0,0.0,27,2.7,3.33
Bowen,West Ham,Midfielder,7.3,3.0,4.96,4.8,102,4.0,3.33
Coufal,West Ham,Defender,4.1,0.4,0.27,0.8,18,1.7,3.33
Cresswell,West Ham,Defender,3.9,1.6,0.11,0.5,9,0.7,3.33
Earthy,West Ham,Midfielder,4.5,0.0,0.0,0.0,0,0.0,3.33
Emerson,West Ham,Defender,4.4,0.6,1.6,1.89,58,4.3,3.33
Fabianski,West Ham,Goalkeeper,4.1,16.1,0.0,0.0,36,0.0,3.33
Foderingham,West Ham,Goalkeeper,4.3,0.1,0.0,0.0,0,0.0,3.33
Ings,West Ham,Forward,4.9,1.3,2.25,0.06,31,0.7,3.33
Kilman,West Ham,Defender,4.3,1.1,1.44,0.82,48,1.7,3.33
Kudus,West Ham,Midfielder,6.2,2.3,5.08,1.82,61,2.0,3.33
L.Guilherme,West Ham,Midfielder,4.6,0.0,0.03,0.12,7,0.7,3.33
L.Paquetá,West Ham,Midfielder,5.7,1.0,4.89,2.18,66,1.3,3.33
Mavropanos,West Ham,Defender,4.3,0.1,1.0,0.38,32,1.0,3.33
N.Aguerd,West Ham,Defender,4.4,0.0,0.0,0.0,0,0.0,3.33
Souček,West Ham,Midfielder,4.9,1.5,3.89,1.18,76,1.0,3.33
Ward-Prowse,West Ham,Midfielder,6.1,0.5,0.1,1.0,16,0.3,3.33
Zouma,West Ham,Defender,4.4,0.1,0.0,0.0,0,0.0,3.33
Irving,West Ham,Midfielder,4.7,0.0,0.13,0.12,8,0.7,3.33
Summerville,West Ham,Midfielder,5.5,0.3,1.61,1.71,33,0.0,3.33
G.Rodríguez,West Ham,Midfielder,4.8,0.1,0.22,0.12,28,0.3,3.33
Füllkrug,West Ham,Forward,6.7,0.8,1.38,0.29,22,0.0,3.33
Todibo,West Ham,Defender,4.2,0.2,0.1,0.02,24,0.0,3.33
Casey,West Ham,Defender,4.0,0.2,0.0,0.0,1,0.0,3.33
C.Soler,West Ham,Midfielder,5.0,0.0,1.21,1.21,35,1.7,3.33
Scarles,West Ham,Defender,4.0,0.0,0.09,0.02,7,1.0,3.33
Mayers,West Ham,Defender,4.0,0.0,0.0,0.0,0,0.0,3.33
Orford,West Ham,Midfielder,4.5,0.0,0.03,0.04,2,0.3,3.33
Potter,West Ham,Unknown,0.5,0.5,0.0,0.0,10,3.3,3.33
Johnstone,Wolves,Goalkeeper,4.2,0.3,0.0,0.0,12,0.0,4.0
Aït-Nouri,Wolves,Defender,4.7,4.8,1.59,1.6,69,3.3,4.0
B.Traore,Wolves,Midfielder,4.8,0.0,0.0,0.0,0,0.0,4.0
Bellegarde,Wolves,Midfielder,4.9,0.1,0.82,1.44,53,5.3,4.0
Bentley,Wolves,Goalkeeper,3.9,1.6,0.0,0.0,0,0.0,4.0
Chiquinho,Wolves,Midfielder,4.5,0.1,0.0,0.05,1,0.0,4.0
Chirewa,Wolves,Midfielder,4.5,0.0,0.0,0.0,0,0.0,4.0
Chiwome,Wolves,Forward,4.5,1.5,0.0,0.0,0,0.0,4.0
Cundle,Wolves,Midfielder,4.5,0.2,0.0,0.0,0,0.0,4.0
Cunha,Wolves,Forward,6.8,8.8,5.76,4.12,132,6.0,4.0
Dawson,Wolves,Defender,4.3,0.1,0.5,0.07,17,0.0,4.0
Doherty,Wolves,Defender,4.3,0.3,1.04,0.83,43,2.7,4.0
Doyle,Wolves,Midfielder,4.7,0.0,0.55,0.34,24,1.0,4.0
Fábio Silva,Wolves,Forward,5.0,0.1,0.0,0.0,0,0.0,4.0
Fraser,Wolves,Forward,4.5,1.1,0.0,0.0,0,0.0,4.0
Gonzalez,Wolves,Midfielder,4.4,0.0,0.0,0.0,0,0.0,4.0
Guedes,Wolves,Midfielder,5.3,0.1,2.18,0.59,53,1.7,4.0
H.Bueno,Wolves,Defender,4.5,0.0,0.0,0.0,0,0.0,4.0
Hee Chan,Wolves,Midfielder,6.1,0.2,0.79,0.35,33,1.7,4.0
Hodge,Wolves,Midfielder,4.5,0.2,0.0,0.0,0,0.0,4.0
Hoever,Wolves,Defender,4.0,0.1,0.0,0.0,0,0.0,4.0
J.Gomes,Wolves,Midfielder,4.9,0.2,1.78,1.99,59,0.3,4.0
José Sá,Wolves,Goalkeeper,4.3,1.8,0.0,0.01,50,3.3,4.0
Kalajdžić,Wolves,Forward,4.8,0.0,0.0,0.0,0,0.0,4.0
King,Wolves,Goalkeeper,4.0,1.3,0.0,0.0,0,0.0,4.0
Mario Jr.,Wolves,Midfielder,4.8,0.2,1.3,0.87,47,0.0,4.0
Mosquera,Wolves,Defender,3.8,0.7,0.33,0.03,3,0.0,4.0
N.Semedo,Wolves,Defender,4.5,0.2,0.61,0.99,45,3.0,4.0
Pedro Lima,Wolves,Defender,3.9,1.4,0.0,0.09,1,0.3,4.0
Podence,Wolves,Midfielder,5.5,0.0,0.04,0.01,2,0.0,4.0
R.Gomes,Wolves,Midfielder,5.1,0.1,0.37,0.64,28,0.7,4.0
S.Bueno,Wolves,Defender,4.3,0.1,0.45,0.08,32,1.3,4.0
Sarabia,Wolves,Midfielder,5.0,0.1,2.41,0.83,22,2.7,4.0
Strand Larsen,Wolves,Forward,5.2,1.1,6.14,0.55,84,0.3,4.0
Toti,Wolves,Defender,4.3,0.2,0.03,0.38,42,2.7,4.0
Meupiyou,Wolves,Defender,3.9,0.2,0.0,0.0,0,0.0,4.0
André,Wolves,Midfielder,5.0,0.0,0.09,0.23,35,2.3,4.0
Forbs,Wolves,Midfielder,5.4,0.0,0.15,0.1,8,0.0,4.0
Pond,Wolves,Defender,3.9,0.9,0.0,0.0,1,0.0,4.0
Edozie,Wolves,Midfielder,4.5,0.0,0.0,0.0,0,0.0,4.0
Okoduwa,Wolves,Defender,4.0,0.0,0.0,0.0,0,0.0,4.0
Agbadou,Wolves,Defender,4.0,0.1,0.03,0.03,9,2.7,4.0
Pereira,Wolves,Unknown,0.8,0.4,0.0,0.0,21,7.0,4.0
Djiga,Wolves,Defender,4.5,0.0,0.0,0.0,0,0.0,4.0
Munetsi,Wolves,Midfielder,5.0,0.0,0.6,0.01,1,1.0,4.0
