Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1,Max Aarons,eng ENG,DF,Bournemouth,25-047,2000,3,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,8,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2,Joshua Acheampong,eng ENG,DF,Chelsea,18-291,2006,2,2,160,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,7,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
3,Tyler Adams,us USA,MF,Bournemouth,26-006,1999,15,10,956,10.6,0,3,3,0,0,0,4,0,1.1,1.1,0.7,1.8,7,40,5,0.00,0.28,0.28,0.00,0.28,0.10,0.07,0.17,0.10,0.17,Matches
4,Tosin Adarabioyo,eng ENG,DF,Chelsea,27-149,1997,12,9,823,9.1,1,0,1,1,0,0,2,0,0.8,0.8,0.0,0.8,5,26,1,0.11,0.00,0.11,0.11,0.11,0.09,0.00,0.09,0.09,0.09,Matches
5,Simon Adingra,ci CIV,"FW,MF",Brighton,23-050,2002,17,6,600,6.7,2,1,3,2,0,0,0,0,1.5,1.5,0.9,2.4,22,8,76,0.30,0.15,0.45,0.30,0.45,0.22,0.14,0.36,0.22,0.36,Matches
6,Emmanuel Agbadou,ci CIV,DF,Wolves,27-248,1997,5,5,420,4.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,9,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
7,Asher Agbinone,eng ENG,MF,Crystal Palace,19-145,2005,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,0,1,0.00,0.00,0.00,0.00,0.00,0.29,0.50,0.79,0.29,0.79,Matches
8,Ola Aina,ng NGA,DF,Nott'ham Forest,28-135,1996,25,25,2171,24.1,2,1,3,2,0,0,2,0,0.6,0.6,0.7,1.3,48,85,47,0.08,0.04,0.12,0.08,0.12,0.02,0.03,0.05,0.02,0.05,Matches
9,Rayan Aït-Nouri,dz ALG,DF,Wolves,23-259,2001,24,24,2043,22.7,3,5,8,3,0,0,6,1,1.6,1.6,2.4,4.0,55,79,113,0.13,0.22,0.35,0.13,0.35,0.07,0.11,0.18,0.07,0.18,Matches
10,Kristoffer Ajer,no NOR,DF,Brentford,26-309,1998,12,11,882,9.8,0,0,0,0,0,0,3,0,0.6,0.6,0.8,1.4,20,35,25,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.14,0.06,0.14,Matches
11,Manuel Akanji,ch SUI,DF,Manchester City,29-216,1995,20,20,1707,19.0,0,0,0,0,0,0,3,0,0.7,0.7,0.4,1.1,38,135,6,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
12,Nathan Aké,nl NED,DF,Manchester City,30-002,1995,9,7,602,6.7,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,11,39,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
13,Carlos Alcaraz,ar ARG,MF,Southampton,22-082,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1,0.00,0.00,0.00,0.00,0.00,0.62,0.86,1.48,0.62,1.48,Matches
14,Carlos Alcaraz,ar ARG,MF,Everton,22-082,2002,2,1,99,1.1,1,1,2,1,0,0,0,0,0.2,0.2,0.3,0.6,3,4,6,0.91,0.91,1.82,0.91,1.82,0.22,0.31,0.54,0.22,0.54,Matches
15,Trent Alexander-Arnold,eng ENG,DF,Liverpool,26-136,1998,25,23,1892,21.0,2,6,8,2,0,0,4,0,1.3,1.3,6.6,7.9,44,177,80,0.10,0.29,0.38,0.10,0.38,0.06,0.31,0.38,0.06,0.38,Matches
16,Alisson,br BRA,GK,Liverpool,32-141,1992,18,18,1608,17.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
17,Miguel Almirón,py PAR,FW,Newcastle Utd,31-010,1994,9,1,157,1.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,3,6,18,0.00,0.00,0.00,0.00,0.00,0.30,0.15,0.45,0.30,0.45,Matches
18,Edson Álvarez,mx MEX,MF,West Ham,27-119,1997,20,15,1319,14.7,0,1,1,0,0,0,8,1,0.3,0.3,0.8,1.1,16,59,16,0.00,0.07,0.07,0.00,0.07,0.02,0.05,0.07,0.02,0.07,Matches
19,Will Alves,eng ENG,FW,Leicester City,20-017,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
20,Samuel Amo-Ameyaw,eng ENG,"FW,DF",Southampton,18-217,2006,2,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,0,3,0.00,0.00,0.00,0.00,0.00,0.07,0.22,0.29,0.07,0.29,Matches
21,Joachim Andersen,dk DEN,DF,Crystal Palace,28-265,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
22,Joachim Andersen,dk DEN,DF,Fulham,28-265,1996,16,16,1413,15.7,0,0,0,0,0,0,3,1,0.3,0.3,0.3,0.7,9,66,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
23,Elliot Anderson,eng ENG,MF,Nott'ham Forest,22-106,2002,24,20,1636,18.2,1,5,6,1,0,0,5,0,1.2,1.2,2.8,4.0,32,84,61,0.06,0.28,0.33,0.06,0.33,0.06,0.16,0.22,0.06,0.22,Matches
24,André,br BRA,MF,Wolves,23-219,2001,20,18,1402,15.6,0,0,0,0,0,0,3,0,0.1,0.1,0.6,0.7,5,53,5,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.01,0.04,Matches
25,Michail Antonio,jm JAM,FW,West Ham,34-329,1990,14,11,836,9.3,1,1,2,1,0,0,1,0,2.2,2.2,1.6,3.8,29,18,59,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
26,Antony,br BRA,"DF,MF",Manchester Utd,24-362,2000,8,0,141,1.6,0,0,0,0,0,0,0,0,1.0,1.0,0.1,1.1,5,6,7,0.00,0.00,0.00,0.00,0.00,0.65,0.08,0.73,0.65,0.73,Matches
27,Julian Araujo,mx MEX,DF,Bournemouth,23-191,2001,8,5,355,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,14,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
28,Cameron Archer,eng ENG,FW,Southampton,23-214,2001,22,10,1053,11.7,2,0,2,2,0,1,0,0,4.8,4.0,0.3,4.3,15,11,47,0.17,0.00,0.17,0.17,0.17,0.41,0.03,0.44,0.34,0.37,Matches
29,Alphonse Areola,fr FRA,GK,West Ham,31-359,1993,14,13,1180,13.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
30,Joe Aribo,ng NGA,MF,Southampton,28-214,1996,24,16,1549,17.2,3,0,3,3,0,0,1,0,2.6,2.6,1.5,4.0,31,59,56,0.17,0.00,0.17,0.17,0.17,0.15,0.09,0.23,0.15,0.23,Matches
31,Adam Armstrong,eng ENG,"FW,MF",Southampton,28-010,1997,20,15,1248,13.9,2,2,4,2,0,1,4,0,3.3,2.3,1.2,3.5,25,21,79,0.14,0.14,0.29,0.14,0.29,0.24,0.09,0.32,0.17,0.25,Matches
32,Harrison Armstrong,eng ENG,MF,Everton,18-032,2007,3,0,48,0.5,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,1,1,0,0.00,0.00,0.00,0.00,0.00,0.69,0.14,0.82,0.69,0.82,Matches
33,Kepa Arrizabalaga,es ESP,GK,Bournemouth,30-140,1994,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
34,Marco Asensio,es ESP,"MF,FW",Aston Villa,29-030,1996,2,1,94,1.0,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3,7,3,0.00,0.00,0.00,0.00,0.00,0.35,0.02,0.37,0.35,0.37,Matches
35,Brandon Austin,eng ENG,GK,Tottenham,26-043,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
36,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,27-192,1997,19,2,257,2.9,1,0,1,1,0,0,0,0,2.0,2.0,0.1,2.1,5,5,13,0.35,0.00,0.35,0.35,0.35,0.70,0.04,0.74,0.70,0.74,Matches
37,Yasin Ayari,se SWE,MF,Brighton,21-137,2003,21,14,1274,14.2,0,0,0,0,0,0,3,0,1.4,1.4,1.5,2.9,20,47,51,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.21,0.10,0.21,Matches
38,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,33-162,1991,1,0,21,0.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,0,0,1,0.00,0.00,0.00,0.00,0.00,1.96,0.21,2.17,1.96,2.17,Matches
39,Jordan Ayew,gh GHA,"FW,MF",Leicester City,33-162,1991,22,14,1244,13.8,4,0,4,3,1,1,5,0,2.8,2.0,0.7,2.8,30,27,63,0.29,0.00,0.29,0.22,0.22,0.20,0.05,0.26,0.15,0.20,Matches
40,Benoît Badiashile,fr FRA,DF,Chelsea,23-331,2001,4,2,249,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,16,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
41,Leon Bailey,jm JAM,"FW,MF",Aston Villa,27-195,1997,20,13,1035,11.5,1,2,3,1,0,0,2,0,1.5,1.5,1.5,3.0,51,32,107,0.09,0.17,0.26,0.09,0.26,0.13,0.13,0.26,0.13,0.26,Matches
42,Carlos Baleba,cm CMR,MF,Brighton,21-048,2004,21,19,1603,17.8,2,1,3,2,0,0,7,1,1.3,1.3,0.7,2.0,28,77,17,0.11,0.06,0.17,0.11,0.17,0.08,0.04,0.11,0.08,0.11,Matches
43,Ross Barkley,eng ENG,MF,Aston Villa,31-077,1993,16,3,554,6.2,3,1,4,3,0,0,3,0,1.7,1.7,0.6,2.3,14,32,8,0.49,0.16,0.65,0.49,0.65,0.27,0.09,0.37,0.27,0.37,Matches
44,Harvey Barnes,eng ENG,FW,Newcastle Utd,27-073,1997,20,6,782,8.7,5,1,6,5,0,0,0,0,3.0,3.0,2.4,5.4,42,41,82,0.58,0.12,0.69,0.58,0.69,0.34,0.28,0.62,0.34,0.62,Matches
45,Calvin Bassey,ng NGA,DF,Fulham,25-051,1999,24,24,2160,24.0,1,0,1,1,0,0,5,0,1.0,1.0,0.1,1.1,19,76,11,0.04,0.00,0.04,0.04,0.04,0.04,0.00,0.04,0.04,0.04,Matches
46,Jan Bednarek,pl POL,DF,Southampton,28-314,1996,21,21,1872,20.8,2,0,2,2,0,0,5,0,0.7,0.7,0.5,1.1,4,51,1,0.10,0.00,0.10,0.10,0.10,0.03,0.02,0.05,0.03,0.05,Matches
47,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,26-238,1998,23,11,992,11.0,2,3,5,2,0,0,3,0,0.9,0.9,1.8,2.7,26,24,54,0.18,0.27,0.45,0.18,0.45,0.08,0.17,0.25,0.08,0.25,Matches
48,Rodrigo Bentancur,uy URU,MF,Tottenham,27-240,1997,15,12,945,10.5,2,0,2,2,0,0,5,0,0.8,0.8,0.4,1.2,15,65,14,0.19,0.00,0.19,0.19,0.19,0.08,0.04,0.12,0.08,0.12,Matches
49,Sander Berge,no NOR,MF,Fulham,27-006,1998,18,14,1317,14.6,0,0,0,0,0,0,2,0,0.2,0.2,0.6,0.7,14,69,1,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
50,Lucas Bergvall,se SWE,MF,Tottenham,19-018,2006,18,6,670,7.4,0,0,0,0,0,0,3,0,0.4,0.4,0.4,0.8,16,32,16,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.10,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
51,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,22-066,2002,22,22,1937,21.5,0,1,1,0,0,0,1,0,0.3,0.3,1.3,1.6,30,55,56,0.00,0.05,0.05,0.00,0.05,0.01,0.06,0.08,0.01,0.08,Matches
52,Beto,gw GNB,FW,Everton,27-020,1998,17,4,584,6.5,5,0,5,5,0,0,1,0,3.5,3.5,0.2,3.7,8,5,32,0.77,0.00,0.77,0.77,0.77,0.54,0.03,0.56,0.54,0.56,Matches
53,Philip Billing,dk DEN,MF,Bournemouth,28-254,1996,10,1,184,2.0,0,0,0,0,0,0,1,0,0.6,0.6,1.0,1.6,3,15,13,0.00,0.00,0.00,0.00,0.00,0.28,0.51,0.79,0.28,0.79,Matches
54,Yves Bissouma,ml MLI,MF,Tottenham,28-174,1996,19,12,1049,11.7,2,0,2,2,0,0,5,0,0.5,0.5,0.2,0.7,15,66,3,0.17,0.00,0.17,0.17,0.17,0.04,0.02,0.06,0.04,0.06,Matches
55,Lamare Bogarde,nl NED,"DF,MF",Aston Villa,21-046,2004,6,4,354,3.9,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.2,10,11,8,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
56,Willy Boly,ci CIV,DF,Nott'ham Forest,34-017,1991,5,1,134,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
57,Sven Botman,nl NED,DF,Newcastle Utd,25-039,2000,3,3,224,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
58,Jarrod Bowen,eng ENG,"FW,MF",West Ham,28-062,1996,21,21,1835,20.4,6,4,10,5,1,1,1,0,4.9,4.1,4.6,8.8,74,66,125,0.29,0.20,0.49,0.25,0.44,0.24,0.23,0.47,0.20,0.43,Matches
59,Conor Bradley,nir NIR,DF,Liverpool,21-226,2003,12,2,372,4.1,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,17,17,18,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
60,Jarrad Branthwaite,eng ENG,DF,Everton,22-238,2002,18,16,1448,16.1,0,1,1,0,0,0,3,0,0.5,0.5,0.6,1.1,6,39,1,0.00,0.06,0.06,0.00,0.06,0.03,0.03,0.07,0.03,0.07,Matches
61,James Bree,eng ENG,DF,Southampton,27-132,1997,12,9,755,8.4,0,1,1,0,0,0,0,0,0.1,0.1,0.9,1.0,9,26,31,0.00,0.12,0.12,0.00,0.12,0.01,0.11,0.12,0.01,0.12,Matches
62,Ben Brereton,cl CHI,FW,Southampton,25-308,1999,10,4,449,5.0,0,0,0,0,0,0,1,0,0.9,0.9,0.1,1.0,12,9,42,0.00,0.00,0.00,0.00,0.00,0.18,0.02,0.20,0.18,0.20,Matches
63,Nathan Broadhead,wls WAL,"FW,MF",Ipswich Town,26-321,1998,9,4,380,4.2,0,0,0,0,0,0,1,0,1.0,1.0,0.5,1.5,12,10,19,0.00,0.00,0.00,0.00,0.00,0.23,0.13,0.36,0.23,0.36,Matches
64,Armando Broja,al ALB,FW,Everton,23-163,2001,5,2,159,1.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,2,15,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.13,0.06,0.13,Matches
65,David Brooks,wls WAL,FW,Bournemouth,27-227,1997,18,7,638,7.1,2,0,2,2,0,0,3,0,1.6,1.6,1.6,3.2,22,14,61,0.28,0.00,0.28,0.28,0.28,0.23,0.22,0.46,0.23,0.46,Matches
66,Emi Buendía,ar ARG,"MF,FW",Aston Villa,28-057,1996,12,0,98,1.1,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,3,7,6,0.00,0.00,0.00,0.00,0.00,0.60,0.02,0.62,0.60,0.62,Matches
67,Santiago Bueno,uy URU,DF,Wolves,26-103,1998,18,15,1364,15.2,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,23,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
68,Facundo Buonanotte,ar ARG,"FW,MF",Leicester City,20-059,2004,21,12,1152,12.8,4,2,6,4,0,0,6,0,3.3,3.3,2.8,6.1,33,41,54,0.31,0.16,0.47,0.31,0.47,0.26,0.22,0.48,0.26,0.48,Matches
69,Cameron Burgess,au AUS,DF,Ipswich Town,29-122,1995,10,10,900,10.0,0,1,1,0,0,0,0,0,0.7,0.7,0.3,1.0,2,27,3,0.00,0.10,0.10,0.00,0.10,0.07,0.03,0.10,0.07,0.10,Matches
70,Dan Burn,eng ENG,DF,Newcastle Utd,32-287,1992,24,24,2160,24.0,0,0,0,0,0,0,7,0,1.1,1.1,0.2,1.3,3,39,6,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.05,0.05,0.05,Matches
71,Wes Burns,wls WAL,"FW,DF",Ipswich Town,30-089,1994,18,12,926,10.3,0,1,1,0,0,0,1,0,0.5,0.5,1.6,2.2,38,8,65,0.00,0.10,0.10,0.00,0.10,0.05,0.16,0.21,0.05,0.21,Matches
72,Moisés Caicedo,ec ECU,MF,Chelsea,23-110,2001,25,25,2189,24.3,1,2,3,1,0,0,7,0,0.6,0.6,2.3,2.8,27,129,27,0.04,0.08,0.12,0.04,0.12,0.02,0.09,0.12,0.02,0.12,Matches
73,Tom Cairney,sct SCO,MF,Fulham,34-031,1991,17,2,397,4.4,1,0,1,1,0,0,2,1,0.1,0.1,0.7,0.8,12,43,20,0.23,0.00,0.23,0.23,0.23,0.03,0.16,0.19,0.03,0.19,Matches
74,Jens Cajuste,se SWE,MF,Ipswich Town,25-194,1999,18,15,1121,12.5,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,16,30,8,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04,Matches
75,Riccardo Calafiori,it ITA,DF,Arsenal,22-277,2002,14,8,768,8.5,2,1,3,2,0,0,3,0,0.7,0.7,0.2,0.9,13,39,22,0.23,0.12,0.35,0.23,0.35,0.08,0.03,0.11,0.08,0.11,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
76,Dominic Calvert-Lewin,eng ENG,FW,Everton,27-341,1997,22,19,1574,17.5,3,1,4,3,0,0,2,0,6.1,6.1,0.6,6.7,22,19,105,0.17,0.06,0.23,0.17,0.23,0.35,0.04,0.39,0.35,0.39,Matches
77,Diego Carlos,br BRA,DF,Aston Villa,31-342,1993,10,8,830,9.2,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,3,34,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
78,Fabio Carvalho,pt POR,"FW,MF",Brentford,22-174,2002,18,3,436,4.8,1,1,2,1,0,0,1,0,2.4,2.4,0.5,3.0,9,17,22,0.21,0.21,0.41,0.21,0.41,0.50,0.11,0.61,0.50,0.61,Matches
79,Casemiro,br BRA,MF,Manchester Utd,32-363,1992,15,11,926,10.3,1,0,1,1,0,0,2,0,1.3,1.3,2.2,3.5,3,50,22,0.10,0.00,0.10,0.10,0.10,0.13,0.21,0.34,0.13,0.34,Matches
80,Kaelan Casey,eng ENG,DF,West Ham,20-115,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
81,Matty Cash,pl POL,DF,Aston Villa,27-197,1997,17,15,1282,14.2,1,1,2,1,0,0,5,0,0.2,0.2,1.0,1.3,34,29,47,0.07,0.07,0.14,0.07,0.14,0.02,0.07,0.09,0.02,0.09,Matches
82,Timothy Castagne,be BEL,DF,Fulham,29-077,1995,15,10,993,11.0,0,1,1,0,0,0,1,0,0.1,0.1,1.1,1.2,13,40,40,0.00,0.09,0.09,0.00,0.09,0.01,0.10,0.11,0.01,0.11,Matches
83,Trevoh Chalobah,eng ENG,DF,Crystal Palace,25-230,1999,12,12,1060,11.8,3,0,3,3,0,0,1,0,1.2,1.2,0.4,1.6,11,34,6,0.25,0.00,0.25,0.25,0.25,0.10,0.03,0.14,0.10,0.14,Matches
84,Trevoh Chalobah,eng ENG,DF,Chelsea,25-230,1999,4,3,271,3.0,0,1,1,0,0,0,0,0,0.2,0.2,1.1,1.3,2,12,0,0.00,0.33,0.33,0.00,0.33,0.07,0.37,0.45,0.07,0.45,Matches
85,Conor Chaplin,eng ENG,"MF,FW",Ipswich Town,28-004,1997,15,7,614,6.8,1,1,2,1,0,0,1,0,1.2,1.2,0.6,1.8,10,25,20,0.15,0.15,0.29,0.15,0.29,0.17,0.09,0.26,0.17,0.26,Matches
86,Federico Chiesa,it ITA,FW,Liverpool,27-118,1997,3,0,28,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,1,4,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.52,0.52,0.52,Matches
87,Ben Chilwell,eng ENG,DF,Crystal Palace,28-061,1996,1,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches
88,Chiquinho,pt POR,MF,Wolves,25-015,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.42,0.00,0.42,Matches
89,Hamza Choudhury,eng ENG,"MF,DF",Leicester City,27-142,1997,4,1,131,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,4,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.00,0.27,Matches
90,Ryan Christie,sct SCO,MF,Bournemouth,29-364,1995,24,22,1840,20.4,2,3,5,2,0,0,9,0,1.5,1.5,3.2,4.6,28,122,40,0.10,0.15,0.24,0.10,0.24,0.07,0.16,0.23,0.07,0.23,Matches
91,Harry Clarke,eng ENG,DF,Ipswich Town,23-355,2001,7,4,379,4.2,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,5,14,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
92,Jack Clarke,eng ENG,"FW,MF",Ipswich Town,24-089,2000,20,5,637,7.1,0,2,2,0,0,0,1,0,0.8,0.8,1.2,2.1,16,18,29,0.00,0.28,0.28,0.00,0.28,0.12,0.18,0.29,0.12,0.29,Matches
93,Nathaniel Clyne,eng ENG,"DF,MF",Crystal Palace,33-321,1991,11,4,397,4.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,6,7,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
94,Conor Coady,eng ENG,DF,Leicester City,31-361,1993,10,8,716,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
95,Séamus Coleman,ie IRL,DF,Everton,36-132,1988,3,2,197,2.2,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,1,8,2,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26,Matches
96,Nathan Collins,ie IRL,DF,Brentford,23-296,2001,25,25,2250,25.0,2,1,3,2,0,0,2,0,2.2,2.2,1.4,3.5,20,88,16,0.08,0.04,0.12,0.08,0.12,0.09,0.05,0.14,0.09,0.14,Matches
97,Toby Collyer,eng ENG,MF,Manchester Utd,21-048,2004,4,0,124,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
98,Levi Colwill,eng ENG,DF,Chelsea,21-360,2003,23,23,2069,23.0,0,1,1,0,0,0,6,0,0.5,0.5,0.9,1.4,9,100,6,0.00,0.04,0.04,0.00,0.04,0.02,0.04,0.06,0.02,0.06,Matches
99,Lewis Cook,eng ENG,"MF,DF",Bournemouth,28-017,1997,24,22,2032,22.6,1,3,4,1,0,0,6,0,0.6,0.6,3.4,4.0,27,124,33,0.04,0.13,0.18,0.04,0.18,0.03,0.15,0.18,0.03,0.18,Matches
100,Maxwel Cornet,ci CIV,FW,Southampton,28-146,1996,2,1,72,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,0,5,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
101,Vladimír Coufal,cz CZE,DF,West Ham,32-182,1992,15,8,736,8.2,0,0,0,0,0,0,2,0,0.2,0.2,0.6,0.8,11,28,21,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.10,0.02,0.10,Matches
102,Woyo Coulibaly,fr FRA,DF,Leicester City,25-276,1999,3,0,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
