Name,Team,Position,Price,Ownership %,Expected Goals,Expected Assists,Expected Goal Involvement (xGI),Total Points,Form,Points per Million (PPM),Minutes per Game,Fixture Difficulty (Next 3),Differential Score
Tosin,Chelsea,Defender,4.2,0.3,0.79,0.11,0.9,32,0.7,7.62,17.94,3.0,2.12
W.Fofana,Chelsea,Defender,4.3,0.3,0.4,0.15,0.55,19,0.0,4.42,1.0,3.0,0.63
Sancho,Chelsea,Midfielder,6.2,1.0,1.5,2.25,3.75,59,1.7,9.52,33.94,3.0,4.51
Neto,Chelsea,Midfielder,6.2,0.6,1.28,2.09,3.37,49,3.3,7.9,79.94,3.0,7.28
Wiley,Chelsea,Defender,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Jørgensen,Chelsea,Goalkeeper,4.2,0.4,0.0,0.0,0.0,10,1.7,2.38,61.2,3.0,2.43
João Félix,Chelsea,Midfielder,5.9,0.4,2.3,0.45,2.75,24,0.0,4.07,1.0,3.0,2.95
Rak-Sakyi,Chelsea,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
George,Chelsea,Midfielder,4.5,0.0,0.06,0.0,0.06,1,0.3,0.22,9.3,3.0,0.69
Acheampong,Chelsea,Defender,4.0,0.1,0.22,0.01,0.23,3,0.0,0.75,1.0,3.0,0.31
Amougou,Chelsea,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Anselmino,Chelsea,Defender,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Nketiah,Crystal Palace,Forward,5.9,0.5,1.85,0.52,2.37,27,0.7,4.58,16.15,3.0,3.3
Chilwell,Crystal Palace,Defender,4.6,0.5,0.05,0.25,0.3,1,0.3,0.22,9.0,3.0,0.7
Ahamada,Crystal Palace,Midfielder,4.5,0.1,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
C.Doucouré,Crystal Palace,Midfielder,4.9,0.0,0.4,0.11,0.51,19,0.0,3.88,1.0,3.0,0.77
C.Richards,Crystal Palace,Defender,4.4,0.2,0.36,0.09,0.44999999999999996,35,2.7,7.95,82.23,3.0,5.06
Chadi Riad,Crystal Palace,Defender,4.3,0.0,0.0,0.02,0.02,1,0.0,0.23,1.0,3.0,0.03
Clyne,Crystal Palace,Defender,4.3,0.1,0.01,0.13,0.14,16,0.3,3.72,7.35,3.0,0.74
Ebiowei,Crystal Palace,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Eze,Crystal Palace,Midfielder,6.7,7.6,4.98,2.97,7.950000000000001,75,1.3,11.19,28.7,3.0,1.69
Guéhi,Crystal Palace,Defender,4.6,8.6,1.5,1.09,2.59,89,3.7,19.35,89.8,3.0,1.18
Henderson,Crystal Palace,Goalkeeper,4.5,12.5,0.01,0.02,0.03,88,3.0,19.56,76.7,3.0,0.45
Holding,Crystal Palace,Defender,4.2,0.1,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Hughes,Crystal Palace,Midfielder,4.9,0.1,0.82,1.81,2.63,48,2.0,9.8,62.08,3.0,7.22
Kamada,Crystal Palace,Midfielder,5.1,0.1,0.7,0.99,1.69,29,1.7,5.69,54.34,3.0,5.4
Lerma,Crystal Palace,Midfielder,4.8,0.0,0.78,1.29,2.0700000000000003,32,2.0,6.67,83.5,3.0,7.11
Mateta,Crystal Palace,Forward,7.3,8.4,10.64,2.06,12.700000000000001,110,7.3,15.07,129.34,3.0,3.58
M.França,Crystal Palace,Midfielder,4.4,0.2,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Matthews,Crystal Palace,Goalkeeper,3.9,0.6,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Mitchell,Crystal Palace,Defender,4.8,1.9,0.63,2.89,3.52,79,2.7,16.46,73.41,3.0,3.68
Muñoz,Crystal Palace,Defender,4.8,7.7,3.53,2.27,5.8,89,5.3,18.54,123.51,3.0,2.22
Ozoh,Crystal Palace,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Rak-Sakyi,Crystal Palace,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Schlupp,Crystal Palace,Midfielder,4.6,0.1,0.17,0.14,0.31000000000000005,12,0.0,2.61,1.0,3.0,0.42
Ward,Crystal Palace,Defender,4.3,0.1,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Wharton,Crystal Palace,Midfielder,4.7,0.1,0.22,0.67,0.89,17,0.7,3.62,27.51,3.0,2.49
Turner,Crystal Palace,Goalkeeper,3.9,9.2,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
I.Sarr,Crystal Palace,Midfielder,5.6,1.9,4.64,4.19,8.83,84,2.3,15.0,45.95,3.0,6.15
Umeh-Chibueze,Crystal Palace,Midfielder,4.4,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Devenny,Crystal Palace,Midfielder,4.5,0.1,0.49,0.31,0.8,20,0.7,4.44,10.74,3.0,2.36
Agbinone,Crystal Palace,Midfielder,4.5,0.0,0.02,0.01,0.03,2,0.0,0.44,1.0,3.0,0.04
Rodney,Crystal Palace,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Lacroix,Crystal Palace,Defender,4.5,0.8,2.02,0.54,2.56,76,3.7,16.89,96.15,3.0,6.24
Kporha,Crystal Palace,Defender,4.0,0.0,0.0,0.02,0.02,2,0.0,0.5,1.0,3.0,0.03
Marsh,Crystal Palace,Forward,4.5,0.3,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Esse,Crystal Palace,Midfielder,5.0,0.1,0.32,0.0,0.32,8,2.7,1.6,2.36,3.0,5.35
Broja,Everton,Forward,5.4,0.1,0.11,0.09,0.2,5,0.0,0.93,1.0,3.0,0.27
A.Doucoure,Everton,Midfielder,5.1,0.3,1.79,0.73,2.52,51,2.5,10.0,86.81,3.0,6.75
Beto,Everton,Forward,4.9,2.8,3.49,0.07,3.56,50,7.8,10.2,89.08,3.0,5.51
Branthwaite,Everton,Defender,4.8,1.6,0.54,0.23,0.77,60,5.0,12.5,120.5,3.0,4.29
Calvert-Lewin,Everton,Forward,5.4,1.2,6.05,0.63,6.68,59,0.2,10.93,5.33,3.0,4.74
Coleman,Everton,Defender,4.3,0.0,0.62,0.01,0.63,3,0.0,0.7,1.0,3.0,0.95
Gana,Everton,Midfielder,4.8,0.6,0.97,1.04,2.01,58,2.2,12.08,72.9,3.0,4.63
Garner,Everton,Midfielder,4.9,0.0,0.09,0.64,0.73,17,2.5,3.47,76.47,3.0,6.09
Harrison,Everton,Midfielder,5.2,0.1,2.37,1.5,3.87,39,1.2,7.5,35.38,3.0,7.46
Holgate,Everton,Defender,4.0,0.2,0.0,0.0,0.0,1,0.0,0.25,1.0,3.0,0.0
Iroegbunam,Everton,Midfielder,4.3,0.6,0.23,0.13,0.36,14,1.5,3.26,43.5,3.0,2.21
J.Virginia,Everton,Goalkeeper,3.9,0.6,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Keane,Everton,Defender,3.9,4.6,0.43,0.02,0.45,33,0.0,8.46,1.0,3.0,0.12
Maupay,Everton,Forward,4.9,0.2,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
McNeil,Everton,Midfielder,5.1,1.2,0.87,3.96,4.83,65,0.0,12.75,1.0,3.0,3.29
Mykolenko,Everton,Defender,4.4,8.7,0.39,1.2,1.5899999999999999,74,3.8,16.82,102.81,3.0,1.03
Ndiaye,Everton,Forward,5.5,4.0,3.58,1.03,4.61,81,4.2,14.73,97.17,3.0,3.06
Patterson,Everton,Defender,4.4,0.0,0.07,0.3,0.37,7,0.5,1.59,8.86,3.0,1.55
Pickford,Everton,Goalkeeper,5.1,18.0,0.0,0.16,0.16,108,4.5,21.18,93.75,3.0,0.49
Tarkowski,Everton,Defender,4.8,2.9,1.06,1.93,2.99,88,6.5,18.33,165.53,3.0,4.48
Y. Chermiti,Everton,Forward,4.9,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Young,Everton,Defender,4.6,2.5,0.27,1.47,1.74,79,1.8,17.17,34.15,3.0,1.77
Alcaraz,Everton,Midfielder,4.9,0.1,0.31,0.1,0.41000000000000003,15,3.5,3.06,24.97,3.0,6.92
Lindstrøm,Everton,Midfielder,5.0,0.1,2.13,1.88,4.01,35,2.0,7.0,58.17,3.0,9.1
O'Brien,Everton,Defender,4.5,0.2,0.0,0.06,0.06,18,3.5,4.0,94.89,3.0,5.91
Armstrong,Everton,Midfielder,4.4,0.2,0.37,0.0,0.37,2,0.0,0.45,1.0,3.0,0.46
Metcalfe,Everton,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Begovic,Everton,Goalkeeper,4.0,0.2,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Dixon,Everton,Defender,4.0,0.1,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Mangala,Everton,Midfielder,5.0,0.0,1.13,0.59,1.7199999999999998,39,0.8,7.8,25.78,3.0,4.18
Bates,Everton,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Sherif,Everton,Forward,4.5,0.1,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Heath,Everton,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Coby Ebere,Everton,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Nelson,Fulham,Midfielder,5.0,0.0,1.07,0.96,2.0300000000000002,27,0.0,5.4,1.0,2.33,3.05
Smith Rowe,Fulham,Midfielder,5.2,9.0,3.9,1.54,5.4399999999999995,89,4.3,17.12,73.1,2.33,1.68
Andersen,Fulham,Defender,4.2,3.8,0.36,0.31,0.6699999999999999,34,1.7,8.1,75.15,2.33,0.92
Adama,Fulham,Midfielder,4.6,1.7,3.65,3.6,7.25,63,3.0,13.7,57.76,2.33,6.25
Andreas,Fulham,Midfielder,4.9,0.9,3.04,3.19,6.23,55,1.7,11.22,39.47,2.33,6.71
Bassey,Fulham,Defender,4.5,0.5,0.99,0.24,1.23,58,4.0,12.89,148.97,2.33,6.56
Benda,Fulham,Goalkeeper,3.9,0.4,0.0,0.0,0.0,0,0.0,0.0,1.0,2.33,0.0
Cairney,Fulham,Midfielder,4.8,0.0,0.15,0.92,1.07,20,0.3,4.17,5.77,2.33,2.21
Castagne,Fulham,Defender,4.2,1.7,0.15,0.35,0.5,31,2.0,7.38,63.74,2.33,1.76
Diop,Fulham,Defender,4.4,0.2,0.51,0.03,0.54,26,0.3,5.91,12.32,2.33,1.18
Harris,Fulham,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.33,0.0
Iwobi,Fulham,Midfielder,5.7,5.4,3.19,5.17,8.36,109,2.0,19.12,38.68,2.33,2.58
Leno,Fulham,Goalkeeper,5.0,2.7,0.0,0.02,0.02,75,2.0,15.0,60.0,2.33,1.09
Lukić,Fulham,Midfielder,4.8,0.1,0.82,1.09,1.9100000000000001,39,2.0,8.12,81.33,2.33,6.24
Mbabu,Fulham,Defender,4.0,0.1,0.0,0.0,0.0,0,0.0,0.0,1.0,2.33,0.0
Muniz,Fulham,Forward,5.5,1.5,3.98,0.1,4.08,55,3.3,10.0,40.2,2.33,5.09
Raúl,Fulham,Forward,5.6,8.5,9.14,1.65,10.790000000000001,105,5.0,18.75,75.81,2.33,2.76
Ream,Fulham,Defender,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.33,0.0
Reed,Fulham,Midfielder,4.7,0.0,0.14,0.09,0.23,7,0.3,1.49,2.66,2.33,0.95
Robinson,Fulham,Defender,5.1,25.8,0.69,3.14,3.83,90,2.7,17.65,67.5,2.33,0.42
Stansfield,Fulham,Forward,5.0,0.0,0.0,0.0,0.0,1,0.0,0.2,1.0,2.33,0.0
Tete,Fulham,Defender,4.4,0.2,1.02,0.44,1.46,37,0.0,8.41,1.0,2.33,1.82
Vinicius,Fulham,Forward,5.0,0.3,0.06,0.0,0.06,1,0.0,0.2,1.0,2.33,0.07
Wilson,Fulham,Midfielder,5.2,0.3,3.29,0.94,4.23,63,0.3,12.12,3.95,2.33,5.34
Sessegnon,Fulham,Defender,4.1,0.1,0.0,0.0,0.0,4,0.7,0.98,2.98,2.33,1.27
J.Cuenca,Fulham,Defender,4.4,0.0,0.0,0.0,0.0,4,0.0,0.91,1.0,2.33,0.0
King,Fulham,Midfielder,4.5,0.1,0.2,0.65,0.8500000000000001,7,0.0,1.56,1.0,2.33,1.16
Godo,Fulham,Midfielder,4.4,0.0,0.0,0.0,0.0,1,0.0,0.23,1.0,2.33,0.0
Berge,Fulham,Midfielder,5.0,0.0,0.16,0.37,0.53,35,2.0,7.0,75.2,2.33,4.79
Amissah,Fulham,Defender,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.33,0.0
Willian,Fulham,Midfielder,5.0,0.0,0.0,0.07,0.07,1,1.0,0.2,1.0,2.33,2.1
Enciso,Ipswich,Midfielder,5.4,0.1,1.49,0.53,2.02,20,2.0,3.7,40.1,4.0,6.39
Al-Hamadi,Ipswich,Forward,4.7,0.3,0.35,0.04,0.38999999999999996,8,0.0,1.7,1.0,4.0,0.45
Baggott,Ipswich,Defender,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,4.0,0.0
Broadhead,Ipswich,Midfielder,4.9,0.0,1.01,0.9,1.9100000000000001,13,1.0,2.65,28.77,4.0,4.87
Burgess,Ipswich,Defender,3.9,1.7,0.72,0.23,0.95,14,0.0,3.59,1.0,4.0,0.53
Burns,Ipswich,Midfielder,4.8,0.0,0.5,1.17,1.67,30,0.3,6.25,9.22,4.0,3.1
Chaplin,Ipswich,Midfielder,5.1,0.1,1.18,0.54,1.72,33,0.0,6.47,1.0,4.0,2.35
H.Clarke,Ipswich,Defender,4.0,0.1,0.08,0.1,0.18,1,0.0,0.25,1.0,4.0,0.25
Davis,Ipswich,Defender,4.4,1.4,0.84,3.65,4.49,48,0.3,10.91,13.2,4.0,3.06
Delap,Ipswich,Forward,5.6,3.6,7.58,1.26,8.84,101,6.0,18.04,109.54,4.0,5.49
Edmundson,Ipswich,Defender,4.0,0.1,0.0,0.0,0.0,1,0.0,0.25,1.0,4.0,0.0
Greaves,Ipswich,Defender,3.9,4.5,0.68,0.09,0.77,30,2.7,7.69,121.5,4.0,1.19
Harness,Ipswich,Midfielder,4.9,0.0,0.0,0.05,0.05,2,0.0,0.41,1.0,4.0,0.08
Hirst,Ipswich,Forward,5.4,0.0,0.97,0.1,1.07,22,1.0,4.07,9.95,4.0,3.6
Humphreys,Ipswich,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,4.0,0.0
Hutchinson,Ipswich,Midfielder,5.2,0.3,1.79,1.5,3.29,63,2.7,12.12,83.87,4.0,7.95
Johnson,Ipswich,Defender,3.9,2.1,0.4,0.39,0.79,16,1.0,4.1,57.0,4.0,1.03
Ladapo,Ipswich,Forward,4.5,0.4,0.0,0.0,0.0,0,0.0,0.0,1.0,4.0,0.0
Luongo,Ipswich,Midfielder,4.4,0.2,0.0,0.01,0.01,9,0.3,2.05,5.97,4.0,0.51
Morsy,Ipswich,Midfielder,4.9,0.1,0.31,1.0,1.31,51,1.3,10.41,48.48,4.0,4.15
Ndaba,Ipswich,Defender,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,4.0,0.0
Slicker,Ipswich,Goalkeeper,3.9,0.7,0.0,0.0,0.0,0,0.0,0.0,1.0,4.0,0.0
Taylor,Ipswich,Midfielder,4.8,0.0,0.55,0.71,1.26,23,0.7,4.79,12.33,4.0,3.29
Tuanzebe,Ipswich,Defender,3.9,1.6,0.18,0.09,0.27,15,-0.3,3.85,1.0,4.0,-0.07
Walton,Ipswich,Goalkeeper,4.3,0.2,0.0,0.0,0.0,14,0.0,3.26,1.0,4.0,0.0
Woolfenden,Ipswich,Defender,4.0,1.3,0.03,0.02,0.05,14,0.3,3.5,16.76,4.0,0.29
Phillips,Ipswich,Midfielder,4.8,0.1,0.39,0.32,0.71,21,1.0,4.38,45.1,4.0,2.79
Muric,Ipswich,Goalkeeper,4.4,0.8,0.0,0.01,0.01,49,0.3,11.14,9.92,4.0,0.34
Jaden,Ipswich,Midfielder,5.3,0.0,0.46,0.21,0.67,13,1.0,2.45,35.15,4.0,3.0
Townsend,Ipswich,Defender,3.9,0.6,0.0,0.15,0.15,4,1.0,1.03,34.0,4.0,1.39
Szmodics,Ipswich,Midfielder,5.7,0.2,3.44,0.44,3.88,52,0.0,9.12,1.0,4.0,4.85
Cajuste,Ipswich,Midfielder,4.5,0.2,0.17,0.28,0.45000000000000007,32,1.3,7.11,45.58,4.0,2.73
O'Shea,Ipswich,Defender,4.0,1.4,0.83,0.17,1.0,31,1.0,7.75,62.97,4.0,1.46
J.Clarke,Ipswich,Midfielder,5.4,0.0,0.83,0.71,1.54,30,0.7,5.56,14.51,4.0,3.71
Ogbene,Ipswich,Midfielder,4.8,0.0,0.0,0.05,0.05,7,0.0,1.46,1.0,4.0,0.08
Godfrey,Ipswich,Defender,4.0,0.0,0.0,0.02,0.02,0,0.0,0.0,1.0,4.0,0.03
Palmer,Ipswich,Goalkeeper,4.5,0.0,0.0,0.0,0.0,4,4.0,0.89,90.0,4.0,8.0
Buonanotte,Leicester,Midfielder,4.7,0.6,3.28,1.98,5.26,59,0.3,12.55,5.82,3.0,5.31
J.Ayew,Leicester,Midfielder,5.2,0.2,3.35,1.13,4.48,56,2.0,10.77,44.89,3.0,8.93
Edouard,Leicester,Forward,5.1,0.2,0.39,0.07,0.46,7,0.0,1.37,1.0,3.0,0.58
B.Soumaré,Leicester,Midfielder,4.4,0.4,0.21,0.64,0.85,24,2.0,5.45,106.75,3.0,3.77
Cannon,Leicester,Forward,4.5,0.3,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Choudhury,Leicester,Midfielder,4.4,1.9,0.0,0.19,0.19,4,0.0,0.91,1.0,3.0,0.1
Coady,Leicester,Defender,4.0,0.3,0.0,0.45,0.45,8,0.3,2.0,26.81,3.0,0.98
Daka,Leicester,Forward,4.8,0.7,0.5,0.03,0.53,20,1.0,4.17,15.05,3.0,1.64
De Cordova-Reid,Leicester,Midfielder,5.2,0.1,0.75,0.13,0.88,40,3.7,7.69,47.73,3.0,7.93
Faes,Leicester,Defender,3.9,6.4,1.14,0.35,1.4899999999999998,31,1.0,7.95,55.87,3.0,0.57
Golding,Leicester,Midfielder,4.4,0.2,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Hermansen,Leicester,Goalkeeper,4.4,0.4,0.0,0.02,0.02,41,1.0,9.32,38.41,3.0,1.45
Iversen,Leicester,Goalkeeper,3.9,0.9,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Justin,Leicester,Defender,4.1,1.5,1.37,0.48,1.85,44,1.0,10.73,45.91,3.0,1.91
Kristiansen,Leicester,Defender,4.4,0.1,0.1,1.59,1.6900000000000002,28,1.0,6.36,69.18,3.0,4.12
Marcal,Leicester,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Mavididi,Leicester,Midfielder,5.0,0.3,1.56,3.09,4.65,56,0.7,11.2,16.24,3.0,6.44
McAteer,Leicester,Midfielder,4.7,0.0,0.55,0.22,0.77,18,0.0,3.83,1.0,3.0,1.16
Ndidi,Leicester,Midfielder,4.9,0.2,1.64,1.13,2.7699999999999996,39,0.7,7.96,23.33,3.0,4.63
Okoli,Leicester,Defender,4.0,0.6,0.14,0.1,0.24000000000000002,19,0.7,4.75,33.86,3.0,1.1
Ricardo,Leicester,Defender,4.1,0.1,0.0,0.03,0.03,2,0.0,0.49,1.0,3.0,0.04
Souttar,Leicester,Defender,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Stolarczyk,Leicester,Goalkeeper,4.0,0.6,0.0,0.0,0.0,10,0.7,2.5,37.8,3.0,0.87
Thomas,Leicester,Defender,3.9,1.7,0.02,0.05,0.07,1,0.0,0.26,1.0,3.0,0.04
Vardy,Leicester,Forward,5.4,5.3,8.41,2.14,10.55,92,4.0,17.04,81.13,3.0,3.78
Vestergaard,Leicester,Defender,3.9,1.8,0.04,0.08,0.12,11,0.7,2.82,80.12,3.0,0.56
Ward,Leicester,Goalkeeper,3.9,2.1,0.0,0.0,0.0,2,0.0,0.51,1.0,3.0,0.0
Winks,Leicester,Midfielder,4.4,5.8,0.21,1.5,1.71,37,1.0,8.41,39.38,3.0,0.67
Skipp,Leicester,Midfielder,4.7,0.0,0.13,0.28,0.41000000000000003,18,0.3,3.83,12.62,3.0,1.21
A.Fatawu,Leicester,Midfielder,5.1,0.2,0.41,1.42,1.8299999999999998,26,0.0,5.1,1.0,3.0,2.29
Alves,Leicester,Midfielder,4.4,0.1,0.0,0.0,0.0,1,0.0,0.23,1.0,3.0,0.0
Nelson,Leicester,Defender,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
El Khannouss,Leicester,Midfielder,4.8,0.2,0.52,1.33,1.85,50,4.0,10.42,94.4,3.0,8.98
Cartwright,Leicester,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Wilson-Brown,Leicester,Defender,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Coulibaly,Leicester,Defender,4.0,0.0,0.0,0.03,0.03,2,0.7,0.5,21.7,3.0,1.44
A.Becker,Liverpool,Goalkeeper,5.5,9.4,0.0,0.2,0.2,73,3.2,13.27,70.49,2.33,0.64
Alexander-Arnold,Liverpool,Defender,7.4,32.6,1.28,6.41,7.69,121,5.0,16.35,78.1,2.33,0.64
Bajcetic,Liverpool,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.33,0.0
Bradley,Liverpool,Defender,4.7,0.3,0.49,0.26,0.75,16,0.8,3.4,18.2,2.33,2.1
Clark,Liverpool,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.33,0.0
Darwin,Liverpool,Forward,7.0,2.2,4.04,0.35,4.39,49,1.0,7.0,18.1,2.33,2.68
